uid,activity_sector,PREVIOUS_DEP,JOB_DEP,JOB_DESCRIPTION,type_of_contract,Occupational_status,job_condition,employer_type,WORKING_HOURS,employee_count
52076,"CA","62","59","674c","CDD","O","C","ct_9",1512,"tr_1"
52088,"CL","31","31","543g","CDI","O","C","ct_9",1798,"tr_6"
52097,"QB","78","78","563b","CDI","O","N","ct_7",1400,"tr_1"
52103,"CH","42","42","673a","CDI","O","C","ct_9",1470,"tr_2"
52119,"CM","86","86","628g","CDI","O","C","ct_9",1492,"tr_6"
52120,"SZ",NA,NA,"684a","CDI","O","C",NA,235,NA
52164,"QB","69","69","636d","CDI","O","C","ct_8",1632,"tr_1"
52178,"MA","85","79","561f","CDI","O","C","ct_9",463,"tr_1"
52186,"OZ","33","33","531c","AUT","O","C","ct_1",1820,"tr_6"
52197,"JA","63","63","628b","CDI","O","C","ct_9",1821,"tr_5"
52207,"FZ","56","56","632d","CDI","O","C","ct_9",1529,"tr_1"
52214,"DZ","31","31","543b","CDI","O","C","ct_9",1771,"tr_6"
52216,"RZ","07","07","691e","CDI","O","C","ct_9",1475,"tr_1"
52217,"QB","06","06","525d","CDI","O","P","ct_8",1638,"tr_2"
52222,"QB","88","88","525d","CDI","O","C",NA,150,NA
52248,"HZ","33","33","641a","CDI","O","C","ct_9",1661,"tr_3"
52270,"CB","49","49","627c","CDI","O","C","ct_9",1451,"tr_5"
52276,"HZ","19","19","451a","CDI","O","P","ct_9",1274,"tr_2"
52280,"IZ","42","42","636d","CDI","O","P","ct_9",690,"tr_1"
52294,"GZ","45","28","555a","CDI","O","C","ct_9",1210,"tr_3"
52296,"FZ","67","67","632j","CDI","O","C","ct_9",1722,"tr_1"
52298,"FZ","75","75","632h","CDI","O","C","ct_6",1022,"tr_1"
52302,"FZ","76","76","632g","CDI","O","C","ct_9",1578,"tr_3"
52303,"CK","72","72","673c","CDI","O","C","ct_9",1674,"tr_5"
52319,"QA","35","35","526e","CDI","O","C","ct_9",2152,"tr_3"
52335,"GZ","06","06","676c","CDI","O","C","ct_9",1528,"tr_4"
52344,"LZ","31","31","676e","CDI","O","P","ct_9",684,"tr_1"
52345,"CJ","01","01","622e","CDI","O","P","ct_9",1189,"tr_4"
52346,"HZ","84","84","641b","CDI","O","C",NA,122,NA
52348,"GZ","88","88","374a","CDI","O","C","ct_9",1820,"tr_1"
52351,"NZ","51","51","684a","CDD","O","C","ct_8",413,"tr_4"
52356,"QA","69","69","451h","CDI","O","P","ct_8",703,"tr_4"
52368,"CC","62","62","628d","CDI","O","C","ct_9",1778,"tr_5"
52428,"GZ","42","42","676a","CDI","O","C","ct_9",1566,"tr_1"
52434,"CL","62","59","676a","CDI","O","C","ct_9",1978,"tr_6"
52436,"NZ","69","69","691e","CDI","O","P",NA,356,"tr_4"
52438,"QB","27","27","525d","CDI","O","C","ct_8",1776,"tr_4"
52443,"GZ","92","75","374d","CDI","O","C","ct_9",2083,"tr_3"
52482,"NZ","94","78","684a","CDI","O","P","ct_9",330,"tr_4"
52499,"CE","67","57","461f","CDI","O","C","ct_9",1827,"tr_6"
52506,"FZ","57","57","632j","CDI","O","C",NA,351,NA
52524,"QB","35","35","563a","CDI","O","N","ct_7",1269,"tr_1"
52525,"QB","87","87","525d","AUT","X","P","ct_3",1048,"tr_4"
52526,"HZ",NA,NA,"641a","CDI","O","C","ct_9",1820,"tr_2"
52533,"QA","59","59","526a","AUT","O","P","ct_3",621,"tr_6"
52534,"CK","67","67","474c","CDI","O","C","ct_9",1086,"tr_2"
52535,"LZ","35","35","543b","CDI","O","C","ct_9",910,"tr_0"
52541,"IZ","56","56","636d","CDI","O","P","ct_6",529,"tr_1"
52544,"OZ","17","17","434d","CDI","O","C","ct_8",1733,"tr_3"
52568,"GZ","59","59","461d","CDI","O","P","ct_9",1649,"tr_5"
52590,"JC","91","94","543g","CDI","O","P","ct_9",683,"tr_1"
52596,"NZ","77","91","684a","CDI","O","C","ct_9",2922,"tr_5"
52625,"MA","33","33","542a","CDI","O","C","ct_8",2028,"tr_2"
52626,"HZ","83","83","333c","CDI","O","C","ct_9",1820,"tr_6"
52629,"QA","88","88","523d","CDI","O","C","ct_3",1820,"tr_6"
52630,"QB","93","94","526c","CDI","O","C","ct_9",1375,"tr_1"
52649,"MA","50","50","542a","CDI","O","C","ct_9",2060,"tr_2"
52653,"RZ","93","93","354c","CDI","O","C",NA,217,NA
52661,"SZ",NA,NA,"684a","AUT","X","P","ct_8",637,"tr_4"
52671,"HZ","33","33","461f","CDI","O","C","ct_9",910,"tr_1"
52676,"KZ","44","44","461b","CDI","O","C","ct_9",1857,"tr_5"
52684,"OZ","61","61","523c","CDI","O","P","ct_2",1664,"tr_1"
52694,"OZ","29","29","543b","CDI","O","C","ct_8",2036,"tr_6"
52698,"NZ","09","09","561c","TTP","O","C","ct_9",123,"tr_1"
52710,"CA","65","65","674b","CDI","O","C","ct_9",1790,"tr_6"
52729,"IZ","13","13","525d","CDI","O","C","ct_9",1790,"tr_4"
52730,"IZ","15","15","561b","CDI","O","C","ct_9",1593,"tr_1"
52745,"CI","92","78","372c","CDI","O","C","ct_9",1820,"tr_6"
52749,"GZ","14","14","554b","CDI","O","C","ct_9",1493,"tr_4"
52752,"GZ","90","90","551a","CDD","O","P","ct_9",1125,"tr_1"
52759,"NZ","47","33","534a","CDI","O","C","ct_9",1820,"tr_6"
52764,"OZ","06","06","373b","CDI","O","C","ct_1",2730,"tr_4"
52772,"CA","50","50","652a","CDI","O","P","ct_9",761,"tr_6"
52775,"QA","78","78","684a","CDI","O","P","ct_9",1619,"tr_1"
52779,"CM","69","69","481b","CDI","O","C","ct_9",203,"tr_2"
52783,"CM","76","76","622a","CDI","O","P","ct_9",1568,"tr_5"
52796,"NZ","79","44","534a","CDI","O","C","ct_9",1820,"tr_6"
52801,"GZ","59","59","641a","CDI","O","C","ct_9",1442,"tr_3"
52807,"NZ","95","75","684a","CDI","O","C","ct_9",1364,"tr_3"
52808,"HZ","22","22","643a","CDI","O","C","ct_9",1820,"tr_2"
52817,"GZ","63","63","551a","CDI","O","C","ct_9",1906,"tr_2"
52818,"FZ","37","37","632e","CDI","O","P","ct_9",749,"tr_3"
52822,"NZ","91","93","534a","CDI","O","C","ct_9",885,"tr_6"
52841,"CC","92","92","465a","CDI","O","P","ct_9",579,"tr_1"
52843,"CH","45","45","674d","CDI","O","C","ct_9",935,"tr_4"
52846,"QB","91","91","563b","CDI","O","P","ct_8",943,"tr_3"
52854,"GZ","33","33","682a","CDI","O","C","ct_9",1798,"tr_2"
52856,"NZ","45","45","684a","CDI","O","P","ct_9",1617,"tr_5"
52857,"CA","61","61","674c","CDI","O","C","ct_9",1820,"tr_5"
52864,"CH","10","77","474c","CDI","O","C","ct_9",1428,"tr_5"
52868,"TZ","93","75","563c","AUT","O","C",NA,938,NA
52876,"GZ","48","48","634c","CDI","O","P","ct_9",602,"tr_1"
52881,"QA","59","59","526c","CDI","O","P","ct_8",1431,"tr_5"
52975,"HZ","15","15","655a","CDI","O","C","ct_9",1586,"tr_4"
53001,"GZ","62","62","643a","CDI","O","C","ct_9",769,"tr_5"
53005,"LZ","41","41","684a","CDI","O","C","ct_9",607,"tr_4"
53006,"GZ","01","01","676c","CDI","O","C","ct_9",1791,"tr_2"
53010,"HZ","77","77","632k","CDI","O","C","ct_9",2066,"tr_5"
53017,"MA","94","94","461c","CDI","O","C","ct_9",1549,"tr_1"
53023,"SZ","13","83","632b","CDI","O","C","ct_9",2156,"tr_2"
53027,"FZ","65","65","681a","CDI","O","C","ct_9",1719,"tr_1"
53037,"TZ","94","92","563c","CDI","O","C",NA,389,NA
53039,"PZ","76","76","421b","CDI","O","C","ct_8",1213,"tr_5"
53040,"NZ","76","80","684a","CDI","O","C","ct_9",1547,"tr_6"
53061,"FZ","31","31","633a","CDI","O","P","ct_9",1356,"tr_1"
53063,"MA","22","22","543f","CDI","O","C","ct_9",1561,"tr_1"
53082,"QB","93","93","541b","AUT","O","P",NA,167,NA
53088,"HZ","14","14","487a","CDI","O","C","ct_9",1590,"tr_5"
53098,"CM","39","39","673c","CDI","O","C","ct_9",498,"tr_1"
53099,"CI","30","30","676e","CDI","O","C","ct_9",1821,"tr_5"
53100,"CE","60","60","625c","CDI","O","C","ct_9",1858,"tr_6"
53114,"CM","34","34","634b","CDI","O","C","ct_9",1596,"tr_1"
53125,"NZ","30","30","684a","CDI","O","P","ct_9",1337,"tr_5"
53134,"PZ","87","87","523b","AUT","O","C","ct_1",1820,"tr_5"
53136,"GZ","69","92","542a","CDD","O","C","ct_9",455,"tr_1"
53137,"OZ","56","64","351a","CDD","O","P","ct_2",2103,"tr_6"
53141,"CG","14","14","674d","CDI","O","C","ct_9",1675,"tr_1"
53149,"NZ","91","94","684a","CDI","O","C","ct_9",1288,"tr_0"
53151,"RZ","93","93","435b","CDI","O","P","ct_8",170,"tr_1"
53154,"CH","42","42","652a","CDI","O","C","ct_9",1356,"tr_3"
53168,"PZ",NA,NA,"525b","CDI","O","C","ct_9",1609,"tr_3"
53170,"NZ","95","95","684a","CDI","O","P","ct_9",901,"tr_5"
53186,"JA","92","92","462c","CDI","O","C","ct_9",1820,"tr_6"
53201,"JA","75","92","352a","CDI","O","C","ct_9",2083,"tr_6"
53217,"TZ","75","75","563c","CDI","O","N","ct_7",440,"tr_1"
53221,"CB","18","18","627c","CDI","O","C","ct_9",1401,"tr_5"
53231,"MA","44","44","642b","CDI","O","P","ct_9",944,"tr_3"
53235,"QB","07","07","563a","CDI","O","N","ct_7",1815,"tr_1"
53239,"EZ","94","92","644a","CDI","O","C","ct_9",1972,"tr_5"
53250,"GZ","61","50","543b","CDI","O","C","ct_9",1761,"tr_0"
53251,"FZ","93","78","621b","CDI","O","C","ct_9",1747,"tr_6"
53257,"PZ","94","93","373d","CDI","O","C","ct_8",455,"tr_3"
53265,"CL","26","07","674d","CDI","O","C","ct_9",1645,"tr_6"
53268,"JC","06","06","388a","CDI","O","C","ct_9",1880,"tr_5"
53277,"FZ",NA,NA,"633a","CDI","O","C","ct_9",1563,"tr_3"
53281,"TZ","79","79","563c","CDI","O","C",NA,547,NA
53289,"PZ","84","84","421b","CDI","O","P","ct_8",1145,"tr_2"
53298,"CJ","41","41","383a","CDI","O","C","ct_9",1739,"tr_5"
53304,"QA","86","86","523d","AUT","O","C","ct_3",1820,"tr_6"
53320,"GZ","13","13","653a","CDI","O","C","ct_9",1443,"tr_1"
53321,"HZ","38","38","642a","CDI","O","C","ct_6",1626,"tr_1"
53322,"NZ","65","31","534a","CDD","O","P","ct_9",991,"tr_5"
53326,"CG","71","71","674a","CDI","O","C","ct_9",1826,"tr_5"
53327,"HZ","01","69","641a","CDI","O","C","ct_9",2200,"tr_3"
53333,"TZ","75","75","563c","CDI","O","P",NA,235,NA
53354,"MA","92","92","461b","CDI","O","P","ct_9",910,"tr_1"
53355,"CK","67","67","624c","CDI","O","C","ct_9",1880,"tr_6"
53359,"CK","28","28","487b","CDI","O","C","ct_9",601,"tr_6"
53374,"RZ","75","75","524b","CDI","O","P","ct_1",1321,"tr_4"
53383,"GZ","13","13","554j","CDI","O","P","ct_9",868,"tr_1"
53386,"QB","81","81","525d","CDI","O","C","ct_8",1613,"tr_4"
53387,"QB","78","92","526a","CDI","O","C","ct_8",1838,"tr_4"
53389,"TZ","77","77","563c","TOA","O","C",NA,189,NA
53393,"CA","69","01","676c","CDI","O","C","ct_9",1820,"tr_5"
53400,"QB","65","65","563b","TOA","O","C",NA,258,NA
53402,"QB","86","86","632k","CDI","O","C","ct_8",531,"tr_4"
53412,"PZ","59","59","525b","CDI","O","P","ct_8",1226,"tr_5"
53421,"TZ","03","03","563c","TTP","O","N",NA,302,NA
53431,"OZ","62","62","472d","AUT","O","C","ct_2",1820,"tr_6"
53433,"QA","77","77","525d","CDI","O","C","ct_8",1820,"tr_4"
53435,"KZ","75","94","467b","CDI","O","C","ct_9",1820,"tr_6"
53449,"QB","56","56","525d","CDI","O","P","ct_8",1311,"tr_4"
53451,"GZ","28","28","554e","CDI","O","P","ct_9",798,"tr_1"
53457,"HZ","77","77","676a","CDI","O","C","ct_9",796,"tr_5"
53467,"GZ","94","94","676e","CDI","O","P","ct_9",536,"tr_1"
53478,"JA","26","26","352a","CDI","O","C","ct_9",1365,"tr_3"
53488,"TZ","49","49","563c","AUT","O","C",NA,138,NA
53492,"HZ","56","56","641a","CDI","O","C","ct_9",2084,"tr_5"
53501,"LZ","21","21","543b","CDI","O","C","ct_9",1798,"tr_3"
53511,"HZ","78","78","641b","CDI","O","C","ct_9",950,"tr_5"
53516,"KZ","50","50","478a","CDI","O","C","ct_9",1430,"tr_1"
53525,"QB","81","81","632k","AUT","O","C","ct_3",606,"tr_4"
53530,"MC","93","75","637d","CDI","O","P","ct_9",968,"tr_1"
53533,"FZ","10","10","633a","CDI","O","C","ct_9",1624,"tr_0"
53534,"QB","06","06","525d","CDI","O","C","ct_8",1831,"tr_2"
53536,"GZ","27","27","652a","CDI","O","P","ct_9",907,"tr_5"
53538,"OZ","67","67","525b","AUT","O","C","ct_2",1820,"tr_6"
53540,"QA","69","69","526a","CDI","O","C","ct_9",3000,"tr_5"
53546,"QA","60","60","525d","CDI","O","C","ct_8",1820,"tr_5"
53556,"PZ","67","67","423b","CDI","O","P","ct_9",1730,"tr_3"
53565,"NZ","78","78","641a","CDI","O","C","ct_9",1727,"tr_5"
53569,"IZ","39","39","561c","CDI","O","C","ct_9",705,"tr_1"
53576,"OZ","56","56","621f","CDI","O","C",NA,442,NA
53648,"NZ","18","18","684a","CDI","O","P","ct_9",1826,"tr_5"
53660,"JB","91","91","372a","CDI","O","C","ct_9",1652,"tr_6"
53691,"OZ","77","75","524b","CDI","O","C","ct_1",1820,"tr_3"
53697,"GZ","78","78","463e","AUT","O","N","ct_9",316,"tr_5"
53707,"CH","45","45","486c","CDI","O","C","ct_9",527,"tr_5"
53717,"SZ","83","83","635a","CDI","O","C",NA,154,NA
53727,"QB","38","38","563b","AUT","O","P","ct_2",1696,"tr_3"
53736,"LZ","10","10","479b","CDI","O","P","ct_9",936,"tr_1"
53745,"QB","60","60","676e","AUT","O","C","ct_8",754,"tr_6"
53763,"QA","94","94","431e","CDI","O","C","ct_9",724,"tr_5"
53766,"OZ",NA,NA,"621f","CDI","O","P","ct_2",1433,"tr_6"
53790,"HZ","44","44","451a","CDI","O","C","ct_9",1679,"tr_6"
53796,"QA","57","57","523d","CDI","O","C","ct_3",1824,"tr_6"
53799,"NZ","91","77","684a","CDI","O","P","ct_9",784,"tr_4"
53815,"GZ","92","75","635a","CDI","O","C","ct_9",1211,"tr_3"
53816,"TZ","67","67","563a","AUT","O","C",NA,310,NA
53818,"CH","01","01","673a","CDI","O","C",NA,152,NA
53823,"OZ","34","34","335a","CDI","O","C",NA,NA,NA
53824,"QB","06","06","525d","CDI","O","P","ct_8",1638,"tr_2"
53829,"NZ","83","93","486b","CDI","O","C",NA,143,"tr_3"
53831,"OZ","62","59","524b","CDI","O","C","ct_1",1870,"tr_5"
53840,"HZ","83","13","652a","CDI","O","C","ct_9",1729,"tr_4"
53866,"CE","77","77","475b","CDI","O","C","ct_9",1827,"tr_4"
53873,"NZ","86","78","534a","CDI","O","C","ct_9",2497,"tr_6"
53878,"PZ","86","86","422c","CDI","O","C","ct_8",449,"tr_6"
53889,"GZ","06","06","634c","CDI","O","C","ct_9",1633,"tr_3"
53895,"QB","27","75","526c","CDI","O","P","ct_8",1630,"tr_3"
53900,"GZ","2A","2A","643a","CDI","O","C","ct_9",1679,"tr_1"
53910,"JA","67","75","464a","CDI","O","C","ct_9",1121,"tr_5"
53927,"GZ","67","67","554f","CDI","O","C","ct_9",1829,"tr_1"
53943,"HZ","80","80","521a","CDI","O","C","ct_9",1820,"tr_6"
53955,"QB","67","67","542a","CDI","O","P","ct_8",1647,"tr_6"
53960,"QA","78","78","632k","AUT","O","C","ct_3",1820,"tr_6"
53996,"FZ","76","76","621b","CDI","O","C","ct_9",1699,"tr_5"
54001,"HZ","69","69","641b","CDI","O","P","ct_9",1097,"tr_5"
54003,"MA","28","28","542a","CDI","O","P","ct_9",364,"tr_1"
54009,"NZ","68","68","466a","CDI","O","C","ct_9",757,"tr_1"
54010,"OZ","41","41","525b","AUT","O","P","ct_2",669,"tr_6"
54016,"OZ","13","13","621f","AUT","O","C","ct_2",1820,"tr_6"
54027,"QA","73","73","526a","AUT","O","C","ct_3",1820,"tr_6"
54034,"OZ","46","46","523c","AUT","O","C","ct_2",1820,"tr_6"
54049,"TZ","53","53","563c","CDI","O","C",NA,179,NA
54072,"CA","86","86","462c","CDI","O","P","ct_9",1293,"tr_6"
54086,"CA","68","68","625f","CDI","O","C","ct_9",1442,"tr_6"
54090,"QB","19","19","526d","CDI","O","C","ct_8",1820,"tr_3"
54092,"NZ",NA,NA,"684a","CDI","O","P","ct_9",1695,"tr_5"
54108,"QA","94","75","526b","CDI","O","C","ct_9",1629,"tr_1"
54113,"NZ","94","75","632a","TTP","O","C","ct_9",918,"tr_1"
54125,"QA","91","91","526a","CDI","O","C","ct_9",1528,"tr_2"
54150,"MA","73","38","673c","CDI","O","P","ct_9",713,"tr_1"
54156,"CG","67","67","486d","CDI","O","C","ct_9",1062,"tr_4"
54172,"SZ","80","80","543g","CDD","O","P","ct_8",1092,"tr_1"
54189,"HZ","19","19","634c","CDI","O","C","ct_9",1776,"tr_5"
54196,"QA","91","75","344b","CDI","O","P","ct_8",1636,"tr_6"
54213,"FZ","57","57","671c","CDI","O","C","ct_9",1613,"tr_2"
54226,"OZ",NA,NA,"621f","CDI","O","C",NA,151,NA
54230,"FZ","95","77","632e","CDI","O","C","ct_9",1700,"tr_2"
54235,"FZ","50","38","632g","CDI","O","C","ct_9",1293,"tr_5"
54238,"QB","31","31","526a","CDI","O","P","ct_8",821,"tr_0"
54258,"CA","01","01","625d","CDI","O","C","ct_9",2013,"tr_3"
54259,"GZ","95","95","543g","CDI","O","C","ct_9",2009,"tr_6"
54267,"HZ","44","44","653a","CDI","O","C","ct_9",1910,"tr_6"
54268,"GZ","78","78","373c","CDI","O","C","ct_9",1924,"tr_2"
54272,"QB","63","63","563b","CDI","O","P","ct_8",1395,"tr_4"
54273,"QB","88","88","676e","AUT","O","C","ct_8",1820,"tr_4"
54280,"QA","91","92","684a","CDI","O","P","ct_9",1742,"tr_2"
54287,"OZ","85","85","523c","AUT","O","C","ct_2",1819,"tr_2"
54305,"OZ","94","94","621f","CDI","O","P",NA,152,NA
54316,"CC","16","87","628d","CDI","O","C","ct_9",227,"tr_6"
54331,"QB","62","62","563b","CDI","O","C","ct_8",1030,"tr_5"
54341,"GZ","14","14","653a","CDI","O","C","ct_9",1588,"tr_3"
54343,"SZ","83","83","635a","CDI","O","P","ct_6",885,"tr_1"
54348,"QB","49","79","526d","CDI","O","P","ct_8",1456,"tr_3"
54355,"GZ","41","45","462b","CDI","O","C","ct_9",313,"tr_2"
54362,"CB","51","51","675a","CDI","O","C","ct_9",1622,"tr_5"
54370,"QB","15","15","676e","CDI","O","P","ct_8",508,"tr_3"
54372,"GZ","26","26","643a","CDI","O","P","ct_9",473,"tr_3"
54377,"GZ","92","94","541b","CDI","O","C","ct_9",432,"tr_4"
54380,"TZ","32","32","563c","CDI","O","N","ct_7",1906,"tr_1"
54412,"PZ","91","86","451e","CDI","O","C","ct_1",1820,"tr_6"
54418,"QA","33","33","525d","CDI","O","C","ct_8",1603,"tr_3"
54424,"OZ","85","85","422e","CDD","O","P","ct_1",1083,"tr_6"
54439,"QB","91","91","563a","CDI","O","N","ct_7",1516,"tr_1"
54451,"CM","70","25","623g","CDI","O","C","ct_9",776,"tr_0"
54460,"GZ","17","17","636a","CDI","O","C","ct_9",1848,"tr_6"
54471,"PZ","68","68","523b","CDI","O","C","ct_1",1820,"tr_6"
54479,"FZ","76","76","621a","CDI","O","C","ct_9",1680,"tr_6"
54482,"OZ",NA,NA,"472d","AUT","O","C","ct_1",1820,"tr_5"
54515,"MC","40","64","462d","CDI","O","C",NA,304,NA
54527,"QA","94","94","461b","CDI","O","C","ct_8",1771,"tr_6"
54543,"FZ","21","21","462e","CDI","O","C","ct_9",1820,"tr_2"
54560,"QB","62","62","434a","CDI","O","C","ct_9",657,"tr_4"
54567,"MA",NA,NA,"372b","CDI","O","C","ct_8",3000,"tr_2"
54568,"QB","69","69","563a","CDI","O","N","ct_7",3000,"tr_1"
54572,"QB","33","33","525d","CDI","O","C","ct_8",1820,"tr_3"
54587,"CE","82","38","463c","CDI","O","C","ct_9",1820,"tr_6"
54601,"PZ","70","21","422c","CDI","O","P","ct_8",975,"tr_1"
54612,"FZ","34","34","676c","CDI","O","C","ct_9",246,"tr_1"
54615,"GZ","60","93","462b","CDI","O","C","ct_9",1779,"tr_5"
54624,"GZ","37","37","487b","CDI","O","C","ct_9",1142,"tr_4"
54639,"HZ","78","78","477a","CDI","O","C","ct_9",1512,"tr_1"
54644,"NZ","74","74","422e","CDI","O","P",NA,240,"tr_1"
54660,"FZ","76","76","632a","CDI","O","C","ct_9",142,"tr_1"
54667,"MC","94","94","541d","CDD","O","N","ct_9",455,"tr_1"
54668,"NZ","68","68","675c","CDI","O","C","ct_9",1552,"tr_5"
54714,"HZ","95","95","466a","CDI","O","C","ct_9",1659,"tr_4"
54716,"MB","33","33","342g","CDI","O","C","ct_5",2080,"tr_6"
54718,"GZ","74","74","653a","CDI","O","C","ct_9",601,"tr_3"
54727,"QA","14","14","344a","CDI","O","P","ct_8",1130,"tr_3"
54745,"HZ","89","89","451a","CDI","O","C","ct_9",1829,"tr_5"
54764,"PZ","45","45","524c","CDI","O","P","ct_4",913,"tr_4"
54770,"QA","54","54","526a","CDI","O","P","ct_8",773,"tr_3"
54780,"GZ","37","37","634c","CDI","O","C","ct_6",338,"tr_0"
54788,"CH","28","28","673a","CDI","O","C","ct_9",1820,"tr_2"
54792,"SZ","75","75","388a","CDI","O","P","ct_8",588,"tr_1"
54795,"CE","68","68","674a","CDI","O","C","ct_9",1715,"tr_3"
54796,"TZ","64","40","563c","CDI","O","P",NA,173,NA
54802,"QA","94","94","526a","CDI","O","C","ct_9",2581,"tr_5"
54817,"MA","69","69","543g","CDI","O","C","ct_9",676,"tr_1"
54819,"HZ","63","63","641a","AUT","O","C","ct_9",2200,"tr_1"
54823,"QA","83","83","526e","CDI","O","C","ct_9",1477,"tr_1"
54855,"NZ","13","13","534a","CDI","O","C","ct_9",2218,"tr_3"
54866,"CL","25","25","676e","CDI","O","C","ct_9",923,"tr_6"
54875,"NZ","44","44","472a","CDI","O","C","ct_9",1533,"tr_3"
54876,"HZ","13","13","676c","CDI","O","C","ct_9",1970,"tr_5"
54882,"OZ","94","75","333a","CDI","O","C","ct_1",1820,"tr_6"
54889,"OZ","92","92","344b","CDI","O","P","ct_2",2077,"tr_6"
54892,"PZ","49","49","422b","CDI","O","C","ct_8",1820,"tr_3"
54908,"FZ","63","63","633a","CDI","O","C","ct_9",1726,"tr_1"
54929,"CM","86","86","373b","CDI","O","P","ct_9",1757,"tr_6"
54931,"FZ","59","59","675b","CDI","O","C","ct_9",1653,"tr_2"
54937,"NZ","59","92","374d","CDI","O","C","ct_9",1820,"tr_1"
54942,"QB","69","69","525d","CDI","O","C","ct_9",1820,"tr_4"
54943,"CG","76","27","674d","CDI","O","C","ct_9",1260,"tr_4"
54944,"RZ","93","75","451e","CDI","O","P","ct_1",1167,"tr_6"
54963,"IZ","21","21","561b","CDI","O","C","ct_9",1223,"tr_1"
54964,"NZ","95","13","478a","CDI","O","C",NA,161,"tr_4"
54970,"GZ","56","56","628g","CDI","O","P","ct_9",787,"tr_5"
54975,"QA","76","76","344d","CDI","O","C","ct_9",2053,"tr_6"
54992,"OZ","93","93","451g","CDI","O","C","ct_2",1820,"tr_6"
54993,"GZ","57","57","462b","CDI","O","C","ct_9",1948,"tr_5"
55005,"OZ",NA,NA,"523c","CDI","O","C","ct_2",1818,"tr_6"
55009,"HZ","91","91","641a","CDI","O","C","ct_9",2200,"tr_6"
55016,"NZ","77","77","631a","CDI","O","C","ct_9",2030,"tr_1"
55021,"MB","06","30","451e","CDI","O","C","ct_1",1820,"tr_6"
55031,"SZ","92","75","352a","CDI","O","C","ct_8",1820,"tr_3"
55032,"FZ","31","31","632a","CDI","O","C","ct_9",1758,"tr_4"
55035,"FZ","94","94","632f","CDI","O","C","ct_9",1699,"tr_2"
55041,"QB","70","70","563a","CDI","O","N","ct_7",706,"tr_1"
55043,"IZ","06","06","561c","CDI","O","P","ct_9",421,"tr_0"
55059,"KZ","28","28","467a","CDI","O","C","ct_9",1812,"tr_1"
55073,"JA","57","57","563b","CDI","O","P","ct_6",1196,"tr_3"
55076,"PZ","59","59","421b","CDI","O","C","ct_8",1824,"tr_3"
55081,"GZ","84","84","551a","CDI","O","P","ct_9",1766,"tr_4"
55086,"TZ","36","36","563c","CDI","O","N","ct_7",502,"tr_1"
55097,"CM","50","50","623b","CDI","O","C","ct_9",1697,"tr_1"
55110,"KZ","56","56","545b","CDI","O","C","ct_9",1333,"tr_2"
55121,"OZ","06","06","524b","CDI","O","C",NA,152,NA
55126,"NZ","64","64","542a","CDI","O","P","ct_9",1211,"tr_1"
55129,"QB","43","43","525d","AUT","O","C","ct_3",1828,"tr_4"
55155,"HZ","80","80","641a","CDI","O","C","ct_9",1902,"tr_5"
55163,"QB","41","37","563b","CDI","O","P","ct_8",2080,"tr_6"
55164,"CI","37","37","475b","CDI","O","C","ct_9",1825,"tr_5"
55169,"OZ","05","36","452b","CDI","O","C",NA,129,NA
55196,"NZ","78","17","551a","CDI","O","C","ct_9",1813,"tr_3"
55197,"GZ","83","83","462c","CDI","O","C","ct_9",514,"tr_4"
55201,"CG","35","35","625c","CDI","O","C","ct_9",166,"tr_1"
55219,"OZ","91","75","461d","CDI","O","C","ct_8",2059,"tr_6"
55235,"GZ","90","90","554e","CDI","O","P","ct_9",1256,"tr_1"
55242,"IZ","33","33","636d","CDI","O","P","ct_9",640,"tr_1"
55244,"GZ","35","35","636a","CDI","O","C","ct_9",1670,"tr_2"
55253,"GZ","68","68","554a","CDI","O","C","ct_9",1308,"tr_1"
55265,"QB","39","39","563a","CDI","O","N","ct_7",3000,"tr_1"
55270,"CE","27","27","628g","CDI","O","N","ct_9",638,"tr_6"
55275,"GZ","49","49","684a","CDI","O","C","ct_9",1293,"tr_4"
55287,"CH","70","70","623g","CDI","O","P","ct_9",657,"tr_6"
55292,"CL","42","06","556a","CDI","O","C","ct_9",1820,"tr_4"
55294,"CH","44","44","676e","CDI","O","C","ct_9",1604,"tr_3"
55295,"QB","59","59","525d","CDI","O","C","ct_8",1827,"tr_3"
55299,"DZ","42","42","463b","CDI","O","C","ct_9",1806,"tr_5"
55303,"QB","10","10","563b","CDI","O","C","ct_8",1606,"tr_4"
55306,"QA","84","84","542a","CDI","O","C","ct_9",1687,"tr_1"
55327,"HZ","05","05","643a","CDI","O","P","ct_9",873,"tr_3"
55332,"OZ","49","49","621f","CDI","O","C",NA,151,NA
55334,"QB","18","18","676c","CDI","O","C","ct_8",1279,"tr_5"
55335,"CF","70","70","384a","CDI","O","C","ct_9",1820,"tr_6"
55337,"KZ","79","79","545c","CDI","O","P","ct_9",1232,"tr_6"
55341,"CK","14","14","384b","CDI","O","C","ct_9",1798,"tr_4"
55342,"NZ","56","56","534a","CDI","O","C","ct_9",1521,"tr_1"
55356,"AZ","69","69","691b","CDI","O","C",NA,346,NA
55370,"CB","02","80","627a","CDI","O","C","ct_9",1932,"tr_5"
