uid,stipend,employee_count,job_condition,WORKING_HOURS,JOB_DEP,Occupational_status,employer_type,type_of_contract,activity_sector,JOB_DESCRIPTION
63971,4805,"tr_0","N",1403,"68","O","ct_7","CDI","QB","563a"
63972,33580,"tr_6","C",1505,"67","O","ct_9","CDI","GZ","374c"
63983,14585,"tr_5","P",1223,"68","O","ct_8","CDI","QB","563c"
63984,30321,"tr_4","C",1710,"68","O","ct_9","CDI","HZ","466c"
63985,14926,"tr_5","C",1820,"68","O","ct_9","CDI","NZ","543g"
63987,19173,"tr_4","C",1697,"68","O","ct_8","CDI","QB","526a"
63991,8184,"tr_5","P",1113,"68","O","ct_8","CDI","PZ","563a"
63993,9151,"tr_1","C",622,"68","O","ct_9","CDI","FZ","633a"
63994,12824,"tr_4","C",1627,"68","O","ct_8","CDI","QB","526d"
64002,22253,"tr_2","C",1820,"68","O","ct_2","AUT","PZ","421b"
64008,14399,"tr_4","C",1637,"68","O","ct_9","CDI","HZ","652a"
64016,17571,"tr_5","C",1835,"68","O","ct_9","CDI","NZ","684a"
64020,34042,"tr_3","C",1722,"68","O","ct_9","CDI","GZ","374a"
64025,9111,"tr_1","C",844,"68","O","ct_9","TTP","NZ","676e"
64031,16891,"tr_2","C",1656,"68","O","ct_9","CDI","GZ","554g"
64032,28306,"tr_5","C",2230,"68","O","ct_9","CDI","HZ","641a"
64040,38087,"tr_3","C",1337,"68","O","ct_9","CDI","CC","381c"
64053,7590,"tr_4","C",879,"67","O","ct_9","CDI","HZ","643a"
64060,32469,"tr_6","C",1763,"68","O","ct_9","CDI","KZ","467a"
64070,37798,"tr_5","C",1843,"68","O","ct_8","CDI","OZ","373c"
64078,20809,"tr_6","C",1795,"68","O","ct_3","AUT","QA","632k"
64079,9416,"tr_6","P",745,"68","O","ct_9","CDI","SZ","551a"
64107,2927,NA,"C",174,"68","O",NA,"CDI","TZ","563c"
64131,23490,"tr_3","C",1258,"68","O","ct_9","CDI","CA","625f"
64135,18806,"tr_6","C",1868,"68","O","ct_9","CDI","IZ","636d"
64137,38813,"tr_5","C",1820,"68","O","ct_9","CDI","KZ","376c"
64142,8457,"tr_4","C",1611,"68","O","ct_9","CDI","CM","676e"
64143,32361,"tr_6","C",1919,"68","O","ct_8","CDI","QA","431f"
64144,37869,"tr_6","C",1712,"68","O","ct_9","CDI","CC","626c"
64154,11068,"tr_5","P",1103,"68","O","ct_8","CDI","PZ","422e"
64157,13125,"tr_1","C",1461,"68","O","ct_9","CDD","MA","542a"
64168,15006,"tr_2","C",1697,"68","O","ct_9","CDI","RZ","632k"
64171,13997,"tr_1","C",1101,"68","O","ct_9","CDI","FZ","681b"
64176,23548,"tr_1","C",1743,"68","O","ct_9","CDI","FZ","382a"
64177,22764,"tr_3","C",1712,"68","O","ct_9","CDI","KZ","462e"
64180,14183,"tr_2","C",1695,"68","O","ct_8","CDI","QB","526d"
64181,34439,"tr_4","C",1820,"68","O","ct_1","AUT","PZ","422b"
64182,27793,"tr_2","C",2109,"68","O","ct_9","CDI","EZ","477d"
64185,32892,"tr_2","C",1785,"68","O","ct_9","CDI","NZ","543f"
64186,25086,"tr_4","C",1113,"68","O","ct_9","CDI","EZ","641a"
64188,31603,"tr_6","C",1593,"68","O","ct_9","CDI","CH","676e"
64205,13872,"tr_1","C",1505,"68","O","ct_8","TOA","MB","471a"
64208,18985,"tr_6","C",1104,"68","O","ct_9","CDI","CL","423b"
64209,43319,"tr_5","C",1792,"68","O","ct_9","CDI","CE","475b"
64210,5474,"tr_1","C",708,"68","A","ct_9","APP","SZ","562b"
64219,34249,"tr_5","C",1700,"68","O","ct_9","CDI","GZ","473c"
64221,19500,"tr_3","C",1584,"68","O","ct_9","CDI","FZ","633a"
64223,23083,"tr_5","C",1729,"68","O","ct_9","CDI","FZ","633a"
64228,12641,"tr_5","N",981,"54","O","ct_9","CDI","HZ","526d"
64234,25587,"tr_1","C",1820,"42","O","ct_8","CDI","PZ","421b"
64236,21822,"tr_4","C",1795,"69","O","ct_9","CDI","QB","526a"
64245,26974,"tr_3","C",1820,"69","O","ct_9","TTP","NZ","462e"
64253,5779,"tr_6","N",502,"69","O","ct_9","CDI","MB","674a"
64254,19992,"tr_3","C",1660,"69","O","ct_9","CDI","FZ","676c"
64255,30986,"tr_4","C",1568,"26","O","ct_9","CDI","CK","463b"
64262,4064,"tr_5","C",1157,"38","O","ct_9","CDI","CH","681b"
64267,46578,"tr_1","C",1820,"69","O","ct_9","CDI","FZ","382d"
64271,12321,"tr_5","P",1378,"38","O","ct_9","CDI","NZ","684a"
64277,27733,"tr_6","C",1046,"63","O","ct_9","CDI","CG","463b"
64291,8496,"tr_1","P",1036,"69","O","ct_8","CDI","PZ","525a"
64299,40025,"tr_4","C",1811,"69","O","ct_9","CDI","DZ","386d"
64301,31357,"tr_6","P",1638,"69","O","ct_2","AUT","OZ","431a"
64303,36645,"tr_1","C",1820,"69","O","ct_6","CDI","GZ","344d"
64305,34097,"tr_5","C",1634,"69","O","ct_9","CDI","MA","384a"
64309,6173,"tr_5","P",664,"69","O","ct_9","CDI","GZ","551a"
64322,21584,"tr_3","C",1820,"69","O","ct_8","CDI","QB","525d"
64326,20077,"tr_6","C",1820,"69","O","ct_8","CDI","QA","433a"
64332,20880,"tr_4","C",1804,"69","O","ct_8","CDI","QB","525d"
64337,1768,"tr_2","C",304,"69","X","ct_9","AUT","MA","312a"
64341,23519,"tr_1","N",3000,"69","O","ct_7","CDI","QB","563a"
64346,23288,"tr_2","C",1646,"69","O","ct_9","CDI","NZ","543g"
64347,32122,"tr_3","C",1324,"69","O","ct_9","CDI","PZ","423a"
64348,12394,"tr_3","P",1118,"69","O","ct_9","CDI","GZ","554e"
64353,16174,"tr_3","C",1724,"69","O","ct_9","CDI","GZ","462e"
64364,2029,"tr_4","C",299,"69","O","ct_8","CDD","QB","525d"
64367,13064,"tr_3","C",1625,"69","O","ct_9","CDI","GZ","555a"
64372,16173,"tr_4","C",1820,"69","O","ct_9","CDI","MA","461e"
64373,37193,"tr_5","C",1820,"69","O","ct_9","CDI","JC","388d"
64378,32674,"tr_5","C",1821,"01","O","ct_8","CDI","KZ","545c"
64391,19452,"tr_2","P",1491,"69","O","ct_9","CDI","FZ","563c"
64394,5124,"tr_4","P",668,"69","O","ct_9","CDI","CM","484b"
64395,22383,"tr_2","C",1510,"69","O","ct_9","CDI","IZ","488a"
64401,25734,"tr_6","C",1793,"69","O","ct_8","CDI","QA","431f"
64403,28222,"tr_6","C",1860,"69","O","ct_4","CDI","SZ","372b"
64408,2056,"tr_1","N",266,"75","O","ct_7","CDI","TZ","563c"
64419,8326,"tr_1","C",1578,"01","O","ct_9","CDI","HZ","641a"
64434,18649,"tr_1","C",1690,"69","O","ct_9","CDI","CK","628g"
64438,30247,"tr_5","C",1820,"69","O","ct_1","CDI","OZ","451e"
64442,20206,"tr_4","C",1822,"38","O","ct_8","CDI","QB","526d"
64443,18640,"tr_5","C",1811,"69","O","ct_9","CDI","JC","543g"
64451,55841,"tr_6","C",1824,"69","O","ct_9","CDI","CD","475b"
64452,30450,"tr_5","C",2146,"69","O","ct_9","CDI","QA","543g"
64454,20400,"tr_1","C",1785,"69","O","ct_9","CDI","QA","526b"
64460,19115,"tr_5","C",1834,"69","O","ct_9","CDI","MA","475b"
64462,7475,"tr_1","C",151,"69","O","ct_9","CDI","GZ","383c"
64463,7700,"tr_3","C",769,"69","A","ct_8","APP","SZ","461f"
64471,41734,"tr_4","C",1213,"01","O","ct_1","AUT","PZ","341b"
64472,25722,"tr_5","C",1819,"69","O","ct_1","CDI","OZ","451e"
64473,38708,"tr_2","C",1778,"69","O","ct_9","CDI","HZ","556a"
64476,53291,"tr_6","C",1799,"69","O","ct_9","CDI","DZ","387e"
64479,45123,"tr_0","C",1830,"69","O","ct_9","CDI","JA","388a"
64485,5193,"tr_1","C",539,"07","O","ct_9","TOA","IZ","561d"
64492,15921,"tr_2","C",1095,"69","O","ct_9","CDI","MC","465a"
64494,34373,"tr_6","C",1821,"69","O","ct_1","CDI","OZ","461e"
64520,11278,"tr_3","C",1305,"38","O","ct_9","CDI","NZ","462a"
64523,23478,"tr_5","C",1820,"69","O","ct_9","CDI","HZ","641a"
64541,34777,"tr_6","C",1889,"69","O","ct_2","AUT","OZ","472d"
64545,34346,"tr_4","C",1820,"69","O","ct_9","CDI","JC","388d"
64552,20419,"tr_1","C",1574,"69","O","ct_9","CDI","NZ","542a"
64556,25107,"tr_4","C",1640,"69","O","ct_9","CDI","GZ","462e"
64558,21344,"tr_3","C",1739,"69","O","ct_9","CDI","CJ","622c"
64560,60991,"tr_6","C",1820,"69","O","ct_9","CDI","CL","383a"
64567,31056,"tr_4","C",1704,"69","O","ct_9","CDI","GZ","543f"
64570,38270,"tr_6","C",1820,"92","O","ct_9","CDI","JA","388a"
64585,22649,"tr_3","C",1501,"69","O","ct_8","CDI","QB","526a"
64592,18011,"tr_6","P",287,"69","O","ct_9","CDI","HZ","461e"
64595,31220,"tr_2","C",1813,"38","O","ct_9","CDI","KZ","376c"
64597,24398,"tr_1","N",3000,"69","O","ct_7","CDI","QB","563a"
64598,41238,"tr_5","C",1681,"69","O","ct_9","CDI","CG","382a"
64599,17744,"tr_4","C",1339,"69","O","ct_8","CDI","QB","526d"
64600,54586,"tr_6","C",1820,"92","O","ct_9","CDI","KZ","376b"
64606,20719,"tr_3","C",2199,"69","O","ct_9","CDI","CA","554a"
64607,35516,"tr_0","C",1674,"69","O","ct_9","CDI","MA","372c"
64614,39901,"tr_1","C",1690,"78","O","ct_9","CDI","GZ","555a"
64616,27058,"tr_5","C",1820,"69","O","ct_8","CDI","PZ","341a"
64620,11127,"tr_3","P",1033,"69","O","ct_9","CDD","QB","563b"
64631,48838,"tr_5","C",1813,"69","O","ct_9","CDI","MA","373b"
64633,14670,"tr_3","C",1540,"69","O","ct_9","CDI","FZ","621d"
64639,38470,"tr_6","C",1956,"69","O","ct_9","CDI","HZ","477b"
64640,20780,"tr_2","C",1164,"75","O","ct_8","CDI","SZ","372d"
64642,18771,"tr_5","C",1881,"69","O","ct_9","CDI","QA","525d"
64648,4747,"tr_3","C",420,"77","O","ct_9","CDI","MC","463b"
64649,12682,"tr_1","C",1431,"69","O","ct_9","CDI","QB","526c"
64650,25448,"tr_2","C",1820,"69","O","ct_2","AUT","PZ","421b"
64652,14476,"tr_1","N",3000,"69","O","ct_7","CDI","QB","563a"
64657,10662,"tr_2","C",1043,"69","O","ct_9","CDI","NZ","561f"
64673,2144,NA,"C",260,"69","O",NA,"CDI","IZ","561d"
64674,2642,"tr_3","C",284,"38","O",NA,"CDI","NZ","676c"
64679,18391,"tr_2","P",1269,"69","O","ct_8","CDI","PZ","423b"
64681,15500,"tr_1","C",976,"2A","O","ct_9","CDI","IZ","636d"
64683,8263,"tr_2","C",1517,"69","O","ct_9","CDI","FZ","632k"
64684,12522,"tr_3","C",949,"69","O","ct_9","CDI","QB","526a"
64685,30415,"tr_4","C",1694,"38","O","ct_9","CDI","EZ","477d"
64688,9980,"tr_1","N",1038,"69","O","ct_7","CDI","TZ","563a"
64689,15083,"tr_5","C",1615,"69","O","ct_9","CDD","CL","673c"
64694,33946,"tr_6","C",1826,"75","O","ct_1","AUT","OZ","464b"
64705,14289,"tr_1","C",1357,"69","O","ct_9","CDI","FZ","632g"
64721,53047,"tr_0","C",1821,"69","O","ct_9","CDI","MA","388b"
64729,4709,"tr_5","P",251,"69","O","ct_8","CDI","QB","563b"
64739,16494,"tr_5","P",1492,"69","O","ct_8","CDI","QB","434d"
64772,6795,"tr_2","C",550,"38","O","ct_9","TTP","NZ","676c"
64777,23695,"tr_1","C",1823,"69","O","ct_9","CDI","GZ","462b"
64779,35015,"tr_5","C",1849,"69","O","ct_4","CDI","OZ","376f"
64782,9672,"tr_1","C",744,"69","O","ct_9","CDI","FZ","543b"
64786,8266,"tr_4","C",665,"69","O","ct_9","CDI","NZ","684a"
64787,14597,"tr_1","C",1807,"69","O","ct_9","CDI","QB","526c"
64788,25854,"tr_6","C",2334,"69","O","ct_9","CDI","GZ","534a"
64795,12594,"tr_1","P",1324,"69","O","ct_9","CDI","QA","525d"
64801,5225,"tr_2","C",720,"69","A","ct_9","APP","MA","553c"
64806,25488,"tr_6","C",1833,"69","O","ct_5","CDI","LZ","461f"
64814,8499,"tr_3","C",737,"69","O","ct_9","CDI","FZ","632a"
64819,3692,NA,"C",151,"69","O",NA,"CDI","OZ","333f"
64823,21090,"tr_3","C",1954,"69","O","ct_9","CDI","HZ","652a"
64828,12896,"tr_4","C",999,"69","O","ct_8","CDD","QB","526a"
64829,7331,"tr_4","C",691,"69","X","ct_8","AUT","QB","526a"
64830,50752,"tr_3","C",1399,"95","O","ct_9","CDI","GZ","385a"
64838,19644,"tr_2","P",1302,"69","O","ct_9","CDI","MA","461d"
64848,23453,"tr_3","C",1767,"69","O","ct_9","CDI","FZ","632g"
64856,18404,"tr_3","C",1525,"69","O","ct_9","CDI","CA","543f"
64857,40528,"tr_4","C",2052,"69","O","ct_8","CDI","QB","434a"
64861,26605,"tr_2","C",1358,"69","O","ct_9","CDI","CH","543g"
64875,29244,"tr_4","C",1400,"69","O","ct_9","CDI","MA","387f"
64880,21036,"tr_2","C",1841,"69","O","ct_9","CDI","CA","636c"
64888,11096,"tr_1","N",989,"69","O","ct_7","CDI","TZ","563c"
64894,16420,"tr_5","C",1820,"69","O","ct_1","AUT","OZ","531a"
64896,17539,"tr_5","C",1545,"69","O","ct_9","CDI","HZ","676a"
64908,8655,"tr_3","C",1008,"69","O","ct_9","CDD","NZ","543g"
64911,7592,"tr_1","C",645,"01","O","ct_9","TTP","NZ","623e"
64923,14314,"tr_1","N",3000,"69","O","ct_7","CDI","QB","563a"
64929,25532,"tr_4","C",1820,"69","O","ct_8","CDI","PZ","341a"
64931,25476,"tr_1","N",3000,"69","O","ct_7","CDI","QB","563a"
64932,25043,"tr_6","C",1917,"69","O","ct_9","CDI","JC","544a"
64934,47576,"tr_6","C",1829,"69","O","ct_9","CDI","DZ","461e"
64937,37958,"tr_3","C",1820,"69","O","ct_8","CDI","PZ","341a"
64938,31674,"tr_3","C",1820,"69","O","ct_9","CDI","JA","544a"
64943,3964,"tr_0","P",135,"69","O","ct_6","CDI","GZ","636a"
64947,75027,"tr_6","C",1624,"92","O","ct_9","CDI","JA","374d"
64953,9030,"tr_5","C",1313,"69","O","ct_9","CDI","CJ","653a"
64958,90425,"tr_4","N",1820,"69","O","ct_9","CDI","CB","372a"
64959,14295,"tr_3","C",1658,"69","O","ct_9","CDI","CM","627d"
64966,6701,"tr_0","N",1893,"69","O","ct_7","CDI","QB","563a"
64969,20510,"tr_1","N",1827,"69","O","ct_9","TTP","NZ","636a"
64974,20260,"tr_5","C",1713,"69","O","ct_9","CDI","CI","474c"
64980,4248,"tr_1","P",491,"69","O","ct_9","CDI","IZ","561e"
64983,14788,"tr_5","C",1784,"69","O","ct_9","CDI","GZ","653a"
64984,5990,"tr_3","C",763,"69","O","ct_9","CDI","FZ","632j"
64991,39894,"tr_6","C",1978,"69","O","ct_9","CDI","CF","475b"
65001,22474,"tr_4","C",1923,"69","O","ct_9","CDI","HZ","654b"
65010,3680,"tr_1","N",360,"69","O","ct_9","TTP","NZ","462e"
65011,27929,"tr_6","C",1820,"69","O","ct_9","CDI","QA","431f"
65013,32416,"tr_5","C",3000,"69","O","ct_9","CDI","NZ","534a"
65017,28688,"tr_3","C",1757,"69","O","ct_9","CDI","NZ","433a"
65024,10414,"tr_2","C",1143,"69","O","ct_8","CDI","NZ","434b"
65025,42753,"tr_3","C",1546,"69","O","ct_9","CDI","JA","353c"
65027,5254,"tr_1","N",662,"69","O","ct_7","CDI","TZ","563a"
65028,31166,"tr_6","C",1820,"69","O","ct_9","CDI","CF","543e"
65035,2247,NA,"C",205,"69","O",NA,"AUT","OZ","524b"
65041,21232,"tr_2","C",1528,"69","O","ct_9","CDI","FZ","632g"
65055,16644,"tr_3","C",1820,"69","O","ct_8","CDI","QB","525d"
65058,7575,"tr_4","C",751,"69","O","ct_9","CDI","HZ","551a"
65060,49905,"tr_6","C",1948,"69","O","ct_9","CDI","CE","484a"
65063,3883,NA,"C",297,"38","O",NA,"CDI","RZ","524c"
65065,18673,"tr_5","P",1541,"69","O","ct_9","CDI","GZ","552a"
65069,11879,"tr_1","C",1251,"69","O","ct_9","CDI","GZ","562a"
65072,41032,"tr_3","C",1744,"69","O","ct_9","CDI","MA","543g"
65078,11316,"tr_1","C",1153,"01","O","ct_9","CDI","GZ","634a"
65080,45525,"tr_5","C",1778,"69","O","ct_9","CDI","DZ","388c"
65083,21692,"tr_3","C",1625,"69","O","ct_9","CDI","IZ","461d"
65085,7010,"tr_0","N",1813,"69","O","ct_7","CDI","QB","563a"
65087,6322,"tr_3","C",1007,"69","O","ct_9","CDI","GZ","652a"
65089,18270,"tr_5","C",1610,"69","O","ct_9","CDI","FZ","621b"
65095,31038,"tr_1","C",1811,"38","O","ct_9","CDI","MA","373c"
65104,14365,"tr_2","C",1686,"69","O","ct_9","CDI","QB","526c"
65105,49311,"tr_1","C",1924,"69","O","ct_9","CDI","MA","387c"
65106,25843,"tr_5","C",1854,"69","O","ct_9","CDI","CM","474b"
65108,18077,"tr_3","C",2091,"69","O","ct_9","CDI","NZ","684a"
65116,52694,"tr_1","C",1715,"69","O","ct_9","CDI","GZ","385c"
65119,30734,"tr_3","C",1820,"01","O","ct_9","CDI","CL","373d"
65121,4567,"tr_3","C",192,"92","O","ct_9","CDI","FZ","481a"
65124,35759,"tr_3","C",1792,"69","O","ct_9","CDI","GZ","373d"
65126,38286,"tr_0","C",2132,"69","O","ct_9","CDI","CM","483a"
65127,7342,"tr_3","P",667,"69","O","ct_9","CDI","IZ","561d"
65136,9298,"tr_1","P",966,"69","O","ct_9","CDI","GZ","684a"
65145,23562,"tr_5","C",1931,"38","O","ct_9","CDI","NZ","534a"
65149,19034,"tr_1","P",1906,"69","O","ct_6","CDI","GZ","551a"
65151,43065,"tr_1","C",1770,"69","O","ct_9","CDI","JA","388a"
65152,10913,"tr_1","C",959,"69","O","ct_9","CDI","NZ","466a"
65153,24151,"tr_3","C",1530,"69","O","ct_9","CDI","QA","387c"
65156,16481,"tr_6","C",1755,"69","O","ct_5","CDI","LZ","564a"
65157,11208,"tr_5","C",1762,"69","O","ct_8","AUT","QB","676e"
65161,39440,"tr_5","C",2094,"69","O","ct_9","CDI","HZ","487b"
65162,27775,"tr_4","C",1835,"69","O","ct_9","CDI","QA","526a"
65165,5731,"tr_1","P",132,"69","O","ct_8","CDI","PZ","421b"
65171,11949,"tr_5","P",1001,"69","O","ct_8","CDI","QB","435b"
65173,23779,"tr_3","C",1806,"69","O","ct_9","CDI","GZ","463c"
65175,25159,"tr_4","C",1329,"69","O","ct_9","CDI","QA","543g"
65176,10266,"tr_2","C",1308,"69","O","ct_9","CDI","CA","554a"
65179,33893,"tr_6","C",1914,"69","O","ct_9","CDI","NZ","461e"
65185,7602,"tr_4","C",775,"69","O","ct_9","CDI","KZ","467b"
65188,20774,"tr_3","C",1819,"69","O","ct_9","CDI","CG","674d"
65190,28266,"tr_3","C",1820,"69","O","ct_8","CDI","PZ","435a"
65193,31848,"tr_3","C",1813,"69","O","ct_9","CDI","HZ","461e"
65194,27151,"tr_4","C",1855,"69","O","ct_9","CDI","QA","433a"
65196,61686,"tr_4","N",1820,"42","O","ct_9","AUT","GZ","461f"
65197,6635,"tr_1","C",567,"69","O","ct_6","CDI","FZ","681a"
65198,15300,"tr_5","C",1908,"69","A","ct_9","APP","KZ","543g"
65202,63567,"tr_5","C",1843,"69","O","ct_5","CDI","LZ","372c"
65208,11996,"tr_3","P",1253,"69","O","ct_9","CDI","QB","526c"
65211,22543,"tr_0","C",2241,"69","O","ct_9","CDI","QA","526e"
65224,7362,NA,"C",255,"69","O",NA,"CDI","TZ","563c"
65235,48100,"tr_3","C",1684,"75","O","ct_9","CDI","GZ","462d"
65236,42578,"tr_3","C",1820,"38","O","ct_9","CDI","FZ","382d"
65239,55026,"tr_5","C",1913,"69","O","ct_9","CDI","CE","477b"
65243,7151,"tr_3","P",603,"69","O","ct_9","CDI","GZ","344d"
65244,43379,"tr_6","C",1526,"69","O","ct_9","CDI","MA","387a"
65250,29644,"tr_4","C",1813,"69","O","ct_9","CDI","LZ","463e"
65258,66464,"tr_6","C",1820,"69","O","ct_9","CDI","PZ","342b"
65263,32627,"tr_6","C",1896,"69","O","ct_8","CDI","OZ","376f"
65266,31303,"tr_1","C",1602,"69","O","ct_9","CDI","MA","382c"
65268,17137,"tr_5","C",1891,"69","O","ct_9","CDI","NZ","684a"
65270,6917,"tr_4","P",451,"69","O","ct_8","CDI","QB","526c"
65278,30143,"tr_3","C",2716,"69","O","ct_9","CDI","QB","563b"
65280,35221,"tr_3","C",1691,"69","O","ct_9","CDI","MA","385a"
65281,14520,"tr_1","N",3000,"69","O","ct_7","CDI","QB","563a"
65282,14558,"tr_4","C",1786,"69","O","ct_9","CDI","NZ","534a"
65283,32036,"tr_1","C",1830,"26","O","ct_9","CDI","JC","373d"
65286,55923,"tr_1","C",1820,"69","O","ct_9","CDI","GZ","542a"
65290,9459,"tr_3","P",1048,"69","O","ct_9","CDI","QB","563b"
65292,53571,"tr_5","C",1820,"42","O","ct_9","CDI","CE","374d"
65297,2298,"tr_1","C",224,"69","O","ct_9","CDD","GZ","554e"
65298,19891,"tr_3","P",1496,"69","O","ct_8","CDI","PZ","425a"
65299,11508,"tr_6","C",1820,"69","O","ct_9","CDI","QA","525d"
65302,24790,"tr_5","C",1558,"69","O","ct_9","CDI","GZ","543g"
65306,26027,"tr_1","C",1993,"69","O","ct_9","CDI","MA","387f"
65313,24057,"tr_3","C",1634,"01","O","ct_9","CDI","CC","386e"
65316,32602,"tr_1","P",1625,"69","O","ct_9","CDI","KZ","467c"
65319,28382,"tr_5","C",1687,"69","O","ct_8","CDI","QB","373d"
65321,26767,"tr_1","C",2020,"69","O","ct_9","CDI","KZ","467a"
65332,26787,"tr_0","C",1878,"69","O","ct_9","CDI","LZ","636c"
65336,2624,NA,"C",135,"69","O",NA,"CDI","RZ","424a"
65346,27372,"tr_1","C",1531,"69","O","ct_9","CDI","FZ","481a"
65358,29776,"tr_1","C",2015,"69","O","ct_9","CDI","MA","472b"
65382,10523,"tr_5","P",1220,"69","O","ct_9","CDI","QB","563b"
65387,12593,"tr_1","C",834,"69","O","ct_9","TTP","NZ","632a"
65403,24952,"tr_6","C",1820,"69","O","ct_1","CDD","PZ","342b"
65412,9785,"tr_5","C",1179,"69","O","ct_9","CDI","NZ","684a"
65414,16118,"tr_6","C",1674,"01","A","ct_9","APP","CK","462e"
65421,39946,"tr_1","C",1833,"69","O","ct_8","CDI","SZ","461d"
65424,33883,"tr_6","C",1779,"69","O","ct_9","CDI","DZ","473c"
65432,13486,"tr_3","C",1550,"69","O","ct_9","CDI","IZ","561f"
65433,53112,"tr_5","C",1824,"69","O","ct_9","CDI","MC","388a"
65434,57625,"tr_6","C",455,"69","O","ct_9","CDI","CE","373b"
65437,7309,"tr_6","C",702,"69","A","ct_9","APP","GZ","551a"
65438,3136,"tr_1","C",448,"69","O","ct_9","TOA","GZ","543h"
65439,63083,"tr_3","C",2208,"69","O","ct_9","TTP","NZ","462c"
65441,61738,"tr_6","C",1778,"92","O","ct_9","CDI","MC","376c"
65448,25483,"tr_5","C",1755,"69","O","ct_9","CDI","KZ","467c"
65458,14510,"tr_5","C",1755,"69","O","ct_9","CDI","NZ","684a"
65459,39598,"tr_3","C",1938,"69","O","ct_9","CDI","CH","543g"
65462,15218,"tr_1","C",1442,"69","O","ct_9","CDI","GZ","554e"
65477,18801,"tr_3","C",1551,"69","O","ct_9","CDI","GZ","555a"
65480,18920,"tr_5","P",1456,"69","O","ct_8","CDI","QA","526c"
65481,11462,"tr_1","P",1040,"69","O","ct_8","CDI","SZ","564b"
65482,28904,"tr_3","C",1889,"69","O","ct_2","AUT","PZ","421b"
65483,12984,"tr_6","C",1065,"42","O","ct_9","CDI","MA","625b"
65484,23709,"tr_6","C",2316,"69","O","ct_8","CDI","PZ","525a"
65492,14890,"tr_6","C",1757,"69","O","ct_2","AUT","OZ","621f"
65494,17149,"tr_5","C",1766,"69","O","ct_8","CDI","PZ","525b"
65503,15119,"tr_6","P",1562,"69","O","ct_9","CDI","NZ","684a"
65504,19019,"tr_1","P",1493,"69","O","ct_8","CDI","NZ","564a"
65510,4011,"tr_3","C",229,"69","O","ct_8","CDI","MC","342g"
65524,20905,"tr_4","C",1829,"69","O","ct_9","CDI","HZ","643a"
65527,26072,"tr_1","C",2464,"69","O","ct_9","CDI","HZ","643a"
65532,16826,"tr_4","C",1638,"69","O","ct_9","CDI","MA","543c"
65535,10446,"tr_0","C",967,"38","O","ct_9","CDI","GZ","543b"
65541,20449,"tr_1","C",1538,"69","O","ct_9","CDI","GZ","463b"
65544,15075,"tr_1","N",1316,"69","O","ct_7","CDI","TZ","563c"
65552,4204,NA,"P",250,"69","O",NA,"CDI","OZ","423b"
65557,25122,"tr_3","C",2027,"69","O","ct_9","CDI","GZ","541d"
65564,17191,"tr_1","C",787,"69","O","ct_9","CDI","GZ","333f"
65565,25563,"tr_3","C",1844,"69","O","ct_2","AUT","KZ","523c"
65568,46046,"tr_6","C",1989,"69","O","ct_9","CDI","HZ","466c"
65571,28684,"tr_6","C",1820,"69","O","ct_2","AUT","OZ","533a"
65575,15834,"tr_5","C",1630,"69","O","ct_9","CDI","NZ","461d"
65590,33095,"tr_4","C",1694,"38","O","ct_9","CDI","EZ","477d"
65592,32427,"tr_4","C",2305,"69","O","ct_8","CDI","QB","526a"
65601,23853,"tr_2","C",1239,"43","O","ct_9","CDI","GZ","463e"
65607,11250,"tr_3","C",1823,"69","A","ct_9","APP","PZ","464a"
65608,21241,"tr_2","C",1871,"69","O","ct_9","CDI","IZ","468a"
65610,9695,"tr_2","C",711,"75","O","ct_9","CDI","MC","388a"
65611,15379,"tr_4","C",829,"69","O","ct_9","CDD","IZ","561d"
65621,25910,"tr_4","C",1517,"69","O","ct_8","CDI","PZ","341a"
65623,10342,"tr_4","C",627,"69","O","ct_9","CDI","QB","525d"
65631,16764,"tr_1","N",1205,"69","O","ct_7","CDI","QB","563b"
65639,29195,"tr_1","C",910,"75","O","ct_9","CDI","KZ","385a"
65640,8505,"tr_2","P",1104,"69","O","ct_9","CDI","QB","563b"
65642,43683,"tr_5","C",1820,"69","O","ct_9","CDI","FZ","382d"
65656,50374,"tr_5","C",1628,"78","O","ct_9","CDI","GZ","374d"
65666,12936,"tr_4","C",920,"69","O","ct_9","CDI","QB","526a"
65671,29718,"tr_3","C",2028,"69","O","ct_9","CDI","PZ","543g"
65672,26744,"tr_3","C",1669,"69","O","ct_9","CDI","GZ","461e"
65678,24069,"tr_6","C",1820,"69","O","ct_3","CDI","QA","451h"
65679,8548,"tr_1","P",758,"69","O","ct_8","CDI","PZ","422e"
65683,26702,"tr_5","P",1620,"69","O","ct_8","CDI","PZ","341a"
65688,23387,"tr_6","C",1908,"69","O","ct_9","CDI","NZ","486e"
65691,27491,"tr_1","C",1957,"69","O","ct_9","CDI","HZ","641a"
65692,28248,"tr_2","C",1771,"69","O","ct_9","CDI","FZ","673c"
65695,3345,"tr_3","P",296,"69","O","ct_9","CDD","RZ","434g"
65696,36318,"tr_2","C",1820,"69","O","ct_9","CDI","KZ","372a"
65697,31911,"tr_4","C",1820,"69","O","ct_9","CDI","JC","388a"
65700,62642,"tr_3","C",1942,"69","O","ct_9","CDI","HZ","374d"
65701,11995,"tr_4","P",1172,"38","O","ct_9","CDI","GZ","462d"
65706,13067,"tr_3","C",546,"69","O","ct_8","CDI","IZ","541b"
